ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,customer_acquisition_cohort,acquisition_quartile,product_prefix,deal_complexity_score_x,deal_complexity_score_y,total_sales,order_count,clv_b2b,territory_performance_index,customer_value_score,customer_tier
10386,41,73.32,12,3006.12,2005-03-01,Resolved,1,3,2005,Planes,68,S24_3949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,18,18,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10398,41,68.24,2,2797.84,2005-03-30,Shipped,1,3,2005,Planes,68,S24_3949,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,10121,Growth,S2,18,18,135042.94,41,71024.02463976944,1.0,0.07987576822974221,Bronze
10416,18,75.06,13,1351.08,2005-05-10,Shipped,2,5,2005,Planes,68,S24_3949,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,10176,Scale,S2,14,14,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10110,48,34.47,5,1654.56,2003-03-18,Shipped,1,3,2003,Vintage Cars,41,S24_3969,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,10110,Early,S2,16,16,157807.81,51,94271.44132569559,1.0,0.09735950383251968,Bronze
10173,35,33.23,11,1163.05,2003-11-05,Shipped,4,11,2003,Vintage Cars,41,S24_3969,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,10106,Early,S2,16,16,137955.72,48,79297.38236220472,1.0,0.08894630469124336,Bronze
10193,22,41.03,12,902.66,2003-11-21,Shipped,4,11,2003,Vintage Cars,41,S24_3969,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,10193,Scale,S2,16,16,64591.46,23,43984.856156716414,0.14445278660885533,0.042522973876149284,Bronze
10214,44,34.88,5,1534.72,2004-01-26,Shipped,1,1,2004,Vintage Cars,41,S24_3969,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,10126,Growth,S2,7,7,120615.28,32,84016.36870229007,1.0,0.0667967122594898,Bronze
10227,27,43.9,8,1185.3,2004-03-02,Shipped,1,3,2004,Vintage Cars,41,S24_3969,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,10194,Scale,S2,15,15,142874.25,41,526758.5984848485,1.0,0.09943267580879472,Bronze
10280,33,41.85,14,1381.05,2004-08-17,Shipped,3,8,2004,Vintage Cars,41,S24_3969,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,10280,Recent,S2,17,17,94117.26,26,1431366.6624999999,1.0,0.10678083828361203,Bronze
10288,33,40.62,3,1340.46,2004-09-01,Shipped,3,9,2004,Vintage Cars,41,S24_3969,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,10217,Recent,S2,14,14,115498.73,36,94734.91337078653,0.14445278660885533,0.07072781358587162,Bronze
10303,24,40.21,1,965.04,2004-10-06,Shipped,4,10,2004,Vintage Cars,41,S24_3969,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,10184,Scale,S2,2,2,54723.62,15,60896.711280487805,1.0,0.031755289392518975,Bronze
10332,41,77.24,14,3166.84,2004-11-17,Shipped,4,11,2004,Vintage Cars,41,S24_3969,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,10110,Early,S2,18,18,157807.81,51,94271.44132569559,1.0,0.09735950383251968,Bronze
10380,43,95.03,12,4086.29,2005-02-16,Shipped,1,2,2005,Vintage Cars,41,S24_3969,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,13,13,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10408,15,36.93,1,553.95,2005-04-22,Shipped,2,4,2005,Vintage Cars,41,S24_3969,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,10258,Recent,S2,1,1,120562.74,32,141042.94903846155,0.09121179679999217,0.06901754192631648,Bronze
10420,15,43.49,3,652.35,2005-05-29,In Process,2,5,2005,Vintage Cars,41,S24_3969,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,10139,Growth,S2,13,13,151570.98,46,80882.175,0.14445278660885533,0.08967658031400969,Bronze
10104,26,100.0,5,2921.62,2003-01-31,Shipped,1,1,2003,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S2,13,13,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10141,40,94.62,1,3784.8,2003-08-01,Shipped,3,8,2003,Classic Cars,118,S24_4048,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,10141,Growth,S2,9,9,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10152,23,100.0,3,2802.09,2003-09-25,Shipped,3,9,2003,Classic Cars,118,S24_4048,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,10152,Scale,S2,4,4,59469.12,15,43674.504627766604,0.14445278660885533,0.032121457634630854,Bronze
10165,24,99.36,8,2384.64,2003-10-22,Shipped,4,10,2003,Classic Cars,118,S24_4048,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,10117,Growth,S2,18,18,172989.68,43,91908.63639010189,0.09121179679999217,0.09132888493134783,Bronze
10176,29,100.0,7,2915.66,2003-11-06,Shipped,4,11,2003,Classic Cars,118,S24_4048,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,10176,Scale,S2,10,10,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10184,49,100.0,2,5795.72,2003-11-14,Shipped,4,11,2003,Classic Cars,118,S24_4048,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,10184,Scale,S2,13,13,54723.62,15,60896.711280487805,1.0,0.031755289392518975,Bronze
10220,37,100.0,7,5032.74,2004-02-12,Shipped,1,2,2004,Classic Cars,118,S24_4048,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,10220,Recent,S2,9,9,57756.43,16,96702.27958715596,1.0,0.03498010163810477,Bronze
10230,45,100.0,5,4737.15,2004-03-15,Shipped,1,3,2004,Classic Cars,118,S24_4048,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,10101,Early,S2,8,8,85171.59,22,46608.14145427286,1.0,0.04597909459062931,Bronze
10246,46,100.0,1,6311.2,2004-05-05,Shipped,2,5,2004,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,11,11,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10314,38,100.0,10,4000.26,2004-10-22,Shipped,4,10,2004,Classic Cars,118,S24_4048,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,10161,Scale,S2,15,15,100595.55,27,98702.62298387097,1.0,0.05719123450775858,Bronze
10325,44,100.0,5,5325.76,2004-11-05,Shipped,4,11,2004,Classic Cars,118,S24_4048,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,10103,Early,S2,9,9,116599.19,32,65778.52295208655,1.0,0.06520234066938801,Bronze
10336,31,100.0,5,4618.69,2004-11-20,Shipped,4,11,2004,Classic Cars,118,S24_4048,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,10114,Growth,S2,12,12,97203.68,23,59132.23866666666,1.0,0.0502654264226107,Bronze
10359,22,100.0,7,2603.04,2004-12-15,Shipped,4,12,2004,Classic Cars,118,S24_4048,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,10121,Growth,S2,8,8,135042.94,41,71024.02463976944,1.0,0.07987576822974221,Bronze
10383,21,93.91,4,1972.11,2005-02-22,Shipped,1,2,2005,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S2,13,13,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10394,37,100.0,7,5207.75,2005-03-15,Shipped,1,3,2005,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,7,7,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10412,31,100.0,1,4253.2,2005-05-03,Shipped,2,5,2005,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,11,11,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10103,25,100.0,15,2873.0,2003-01-29,Shipped,1,1,2003,Vintage Cars,97,S24_4258,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,10103,Early,S2,16,16,116599.19,32,65778.52295208655,1.0,0.06520234066938801,Bronze
10126,34,100.0,15,3576.12,2003-05-28,Shipped,2,5,2003,Vintage Cars,97,S24_4258,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,10126,Growth,S2,17,17,120615.28,32,84016.36870229007,1.0,0.0667967122594898,Bronze
10139,29,100.0,4,3276.13,2003-07-16,Shipped,3,7,2003,Vintage Cars,97,S24_4258,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,10139,Growth,S2,8,8,151570.98,46,80882.175,0.14445278660885533,0.08967658031400969,Bronze
10173,22,100.0,3,2571.14,2003-11-05,Shipped,4,11,2003,Vintage Cars,97,S24_4258,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,10106,Early,S2,16,16,137955.72,48,79297.38236220472,1.0,0.08894630469124336,Bronze
10193,20,100.0,4,2279.0,2003-11-21,Shipped,4,11,2003,Vintage Cars,97,S24_4258,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,10193,Scale,S2,16,16,64591.46,23,43984.856156716414,0.14445278660885533,0.042522973876149284,Bronze
10244,40,86.68,4,3467.2,2004-04-29,Shipped,2,4,2004,Vintage Cars,97,S24_4258,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,9,9,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10269,48,97.39,2,4674.72,2004-07-16,Shipped,3,7,2004,Vintage Cars,97,S24_4258,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,10119,Growth,S2,2,2,149798.63,40,72804.92669773634,1.0,0.08202203553143256,Bronze
10280,21,78.89,6,1656.69,2004-08-17,Shipped,3,8,2004,Vintage Cars,97,S24_4258,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,10280,Recent,S2,17,17,94117.26,26,1431366.6624999999,1.0,0.10678083828361203,Bronze
10304,33,100.0,10,3342.57,2004-10-11,Shipped,4,10,2004,Vintage Cars,97,S24_4258,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,10216,Recent,S2,17,17,64834.32,18,93535.67905138338,1.0,0.03872441348619289,Bronze
10348,39,50.31,2,1962.09,2004-11-01,Shipped,4,11,2004,Vintage Cars,97,S24_4258,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,10126,Growth,S2,8,8,120615.28,32,84016.36870229007,1.0,0.0667967122594898,Bronze
10358,41,100.0,6,6847.0,2004-12-10,Shipped,4,12,2004,Vintage Cars,97,S24_4258,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,14,14,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10423,28,78.89,4,2208.92,2005-05-30,In Process,2,5,2005,Vintage Cars,97,S24_4258,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,10221,Recent,S2,5,5,74972.52,25,58472.157692307694,1.0,0.04768250670201093,Bronze
10106,26,63.76,3,1657.76,2003-02-17,Shipped,1,2,2003,Planes,72,S24_4278,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,10106,Early,S2,18,18,137955.72,48,79297.38236220472,1.0,0.08894630469124336,Bronze
10120,29,85.49,9,2479.21,2003-04-29,Shipped,2,4,2003,Planes,72,S24_4278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,10120,Growth,S2,15,15,200995.41,55,126270.78253012049,0.14445278660885533,0.11271325808083006,Bronze
10133,46,77.52,4,3565.92,2003-06-27,Shipped,2,6,2003,Planes,72,S24_4278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,8,8,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10210,40,71.0,8,2840.0,2004-01-12,Shipped,1,1,2004,Planes,72,S24_4278,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,10210,Recent,S2,17,17,67605.07,20,265331.72634408606,0.09121179679999217,0.048373524517489136,Bronze
10223,23,74.62,10,1716.26,2004-02-20,Shipped,1,2,2004,Planes,72,S24_4278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,10120,Growth,S2,15,15,200995.41,55,126270.78253012049,0.14445278660885533,0.11271325808083006,Bronze
10275,27,62.31,10,1682.37,2004-07-23,Shipped,3,7,2004,Planes,72,S24_4278,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,10275,Recent,S2,18,18,180124.9,53,210049.803514377,1.0,0.1091008571092068,Bronze
10284,21,71.0,2,1491.0,2004-08-21,Shipped,3,8,2004,Planes,72,S24_4278,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,10284,Recent,S2,13,13,79224.23,24,89803.86319875775,1.0,0.04868280040290712,Bronze
10297,23,72.45,5,1666.35,2004-09-16,Shipped,3,9,2004,Planes,72,S24_4278,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,10220,Recent,S2,7,7,57756.43,16,96702.27958715596,1.0,0.03498010163810477,Bronze
10328,43,60.86,4,2616.98,2004-11-12,Shipped,4,11,2004,Planes,72,S24_4278,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,10106,Early,S2,14,14,137955.72,48,79297.38236220472,1.0,0.08894630469124336,Bronze
10340,40,84.77,1,3390.8,2004-11-24,Shipped,4,11,2004,Planes,72,S24_4278,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,10118,Growth,S2,8,8,78411.86,23,49007.4125,1.0,0.04574939797050226,Bronze
10361,25,62.46,1,1561.5,2004-12-17,Shipped,4,12,2004,Planes,72,S24_4278,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,10139,Growth,S2,14,14,151570.98,46,80882.175,0.14445278660885533,0.08967658031400969,Bronze
10375,43,100.0,2,10039.6,2005-02-03,Shipped,1,2,2005,Planes,72,S24_4278,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Large,10275,Recent,S2,15,15,180124.9,53,210049.803514377,1.0,0.1091008571092068,Bronze
10386,50,63.34,8,3167.0,2005-03-01,Resolved,1,3,2005,Planes,72,S24_4278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,18,18,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10398,45,78.25,14,3521.25,2005-03-30,Shipped,1,3,2005,Planes,72,S24_4278,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,10121,Growth,S2,18,18,135042.94,41,71024.02463976944,1.0,0.07987576822974221,Bronze
10416,48,74.62,5,3581.76,2005-05-10,Shipped,2,5,2005,Planes,72,S24_4278,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,10176,Scale,S2,14,14,142601.33,39,94292.54610507246,1.0,0.08012703678424364,Bronze
10108,31,68.71,10,2130.01,2003-03-03,Shipped,1,3,2003,Classic Cars,80,S24_4620,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,10108,Early,S2,16,16,94015.73,26,54905.18631999999,0.09121179679999217,0.052875972332028814,Bronze
10122,29,71.14,14,2063.06,2003-05-08,Shipped,2,5,2003,Classic Cars,80,S24_4620,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,10122,Growth,S2,17,17,74936.14,25,44838.83786885246,1.0,0.0471408447640282,Bronze
10169,24,94.58,6,2269.92,2003-11-04,Shipped,4,11,2003,Classic Cars,80,S24_4620,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,10148,Scale,S2,13,13,153996.13,46,102946.13086080586,0.14445278660885533,0.09107194995497356,Bronze
10180,28,71.14,1,1991.92,2003-11-11,Shipped,4,11,2003,Classic Cars,80,S24_4620,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,10180,Scale,S2,14,14,69052.41,20,244700.2878640777,1.0,0.047883188318364044,Bronze
10191,44,66.29,7,2916.76,2003-11-20,Shipped,4,11,2003,Classic Cars,80,S24_4620,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,10191,Scale,S2,9,9,100306.58,26,110276.8123493976,1.0,0.05642266341239877,Bronze
10211,22,92.16,6,2027.52,2004-01-15,Shipped,1,1,2004,Classic Cars,80,S24_4620,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,10211,Recent,S2,15,15,93170.66,27,75740.06881959911,1.0,0.054664607831659315,Bronze
10225,46,70.33,13,3235.18,2004-02-22,Shipped,1,2,2004,Classic Cars,80,S24_4620,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,10225,Recent,S2,14,14,117713.56,31,224949.99685863874,1.0,0.07051922579065513,Bronze
10238,22,93.77,7,2062.94,2004-04-09,Shipped,2,4,2004,Classic Cars,80,S24_4620,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,10105,Early,S2,8,8,145041.6,36,66591.42641509433,1.0,0.07610272679186011,Bronze
10252,38,87.31,3,3317.78,2004-05-26,Shipped,2,5,2004,Classic Cars,80,S24_4620,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,10211,Recent,S2,9,9,93170.66,27,75740.06881959911,1.0,0.054664607831659315,Bronze
10287,40,88.12,16,3524.8,2004-08-30,Shipped,3,8,2004,Classic Cars,80,S24_4620,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,10225,Recent,S2,17,17,117713.56,31,224949.99685863874,1.0,0.07051922579065513,Bronze
10299,32,80.84,1,2586.88,2004-09-30,Shipped,3,9,2004,Classic Cars,80,S24_4620,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,10155,Scale,S2,11,11,111250.38,30,82365.9,1.0,0.06236245706238509,Bronze
10310,49,97.01,14,4753.49,2004-10-16,Shipped,4,10,2004,Classic Cars,80,S24_4620,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,10191,Scale,S2,17,17,100306.58,26,110276.8123493976,1.0,0.05642266341239877,Bronze
10343,30,100.0,1,3098.7,2004-11-24,Shipped,4,11,2004,Classic Cars,80,S24_4620,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,10121,Growth,S2,6,6,135042.94,41,71024.02463976944,1.0,0.07987576822974221,Bronze
10355,28,95.39,9,2670.92,2004-12-07,Shipped,4,12,2004,Classic Cars,80,S24_4620,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,10104,Early,S2,10,10,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10363,43,100.0,9,5154.41,2005-01-06,Shipped,1,1,2005,Classic Cars,80,S24_4620,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,10141,Growth,S2,15,15,113961.15,30,79230.13285714285,1.0,0.06283398058431945,Bronze
10378,41,100.0,2,4894.17,2005-02-10,Shipped,1,2,2005,Classic Cars,80,S24_4620,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,10104,Early,S2,10,10,912294.11,259,390830.2231807512,1.0,0.5152993396387399,Gold
10103,31,100.0,3,3224.31,2003-01-29,Shipped,1,1,2003,Trucks and Buses,96,S32_1268,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,10103,Early,S3,16,16,116599.19,32,65778.52295208655,1.0,0.06520234066938801,Bronze
10114,32,100.0,7,3667.52,2003-04-01,Shipped,2,4,2003,Trucks and Buses,96,S32_1268,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,10114,Growth,S3,10,10,97203.68,23,59132.23866666666,1.0,0.0502654264226107,Bronze
10126,43,96.31,3,4141.33,2003-05-28,Shipped,2,5,2003,Trucks and Buses,96,S32_1268,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,10126,Growth,S3,17,17,120615.28,32,84016.36870229007,1.0,0.0667967122594898,Bronze
10151,27,100.0,10,3068.55,2003-09-21,Shipped,3,9,2003,Trucks and Buses,96,S32_1268,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,10151,Scale,S3,10,10,104370.38,32,76343.06352705411,1.0,0.06293500544345523,Bronze
10164,24,100.0,1,2634.96,2003-10-21,Resolved,4,10,2003,Trucks and Buses,96,S32_1268,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Small,10164,Scale,S3,8,8,52263.9,15,37625.88461538462,1.0,0.030305097200400477,Bronze
10175,22,100.0,8,2436.72,2003-11-06,Shipped,4,11,2003,Trucks and Buses,96,S32_1268,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,10129,Growth,S3,12,12,88804.5,26,59914.31146025878,1.0,0.05192961308909447,Bronze
10184,46,100.0,13,4607.36,2003-11-14,Shipped,4,11,2003,Trucks and Buses,96,S32_1268,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,10184,Scale,S3,13,13,54723.62,15,60896.711280487805,1.0,0.031755289392518975,Bronze
10194,37,97.27,3,3598.99,2003-11-25,Shipped,4,11,2003,Trucks and Buses,96,S32_1268,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,10194,Scale,S3,11,11,142874.25,41,526758.5984848485,1.0,0.09943267580879472,Bronze
